24,7049;24,2149;2,9909;0,2387;-20,0015;-19,5463;-18,7813;28,9872;19,2884;6,2336;-4,5434;13,6111;-10,3459;-1,1154;10,8781;1,8833;10,6997;-40,2914;-34,1749;-27,6536;-24,2070;-39,7506;-35,4283;-27,8334;-23,4352;37,6846;-30,8526;8,8841;6,5509;2,1450;0
-58,5157;-49,5899;47,3218;-13,7663;12,1220;-4,8379;12,7342;46,4416;-0,8986;-22,2298;25,5601;1,0143;13,4576;-61,2561;2,3025;13,7406;3,4357;15,9114;-18,3498;-6,2919;-30,8973;9,0397;-29,3911;1,1344;10,5007;-36,4816;20,5625;-23,0236;-3,5434;-42,9312;0
-47,52;7;-43,599;-157,849;-333,095;-554,003;-794,551;-1022;-1202,17;-1305,11;-1310,26;-1210,07;-1011,67;-736;-414,847;-85,997;212,505;448,116;598,587;655;622,568;519,073;371,266;209,849;63,9421;-44;-101,954;-110,116;-80,4195;-33,8887;1
-6;-48,0439;-149,972;-310,87;-517,258;-744,798;-962;-1135,33;-1234,83;-1239,29;-1140,1;-943,094;-668;-345,686;-13,5416;290,185;532,162;688,897;750;719,247;613,301;458,338;285,172;123,756;-2;-78,1874;-102,962;-86,3684;-47,9747;-12,7615;1
11,9675;-5;-55,6464;-163,658;-326,964;-531,736;-754,151;-964;-1129,56;-1222,86;-1224,52;-1127,22;-937,27;-674;-366,991;-51,6636;236,078;465,237;614,265;674;648,522;553,819;414,516;259,258;115,555;5;-60,3272;-79,6366;-63,1081;-29,5395;1
-47;-91,0217;-194,557;-357,05;-565,309;-795,137;-1015;-1191,12;-1293,13;-1299,33;-1200,59;-1002,32;-724;-396,508;-57,4914;254,291;504,808;669,77;738;712,605;609,79;455,537;280,757;115,758;-15;-96,9544;-127,608;-116,449;-82,6667;-51,0761;1
-0,8997;-2,1329;-1,3665;14,0527;3,0069;-11,7325;-17,8361;-1,4130;39,4244;-9,9453;3,8569;28,1407;-12,8179;18,0730;-14,4013;-37,0264;13,5072;-23,1546;22,0247;14,2612;-1,3561;-20,9049;43,9802;-11,3362;-5,2052;8,8930;3,2188;-25,9229;4,2000;2,1723;0
20,1673;-23;-59,5914;-156,558;-313,273;-516,527;-742,211;-959;-1133,43;-1235,52;-1243,92;-1149,82;-958,714;-690;-374,175;-48,2728;249,769;486,868;639,708;698;665,555;559,017;404,505;232,758;73,6476;-49;-121,358;-141,668;-120,077;-76,2821;1
-29,9070;24,8695;20,7853;-15,0521;-28,6911;-8,1296;-32,3237;7,3065;-1,9442;10,0597;-10,6023;5,4113;-2,8690;6,6918;-2,6701;7,4118;-10,2288;6,2024;-4,9796;-16,8279;-1,2128;7,4074;8,4166;13,5179;-42,9829;-4,9075;14,0696;14,2502;6,6146;16,7688;0
-7,6120;-1,2835;-11,2725;10,6097;44,7943;-11,9772;46,2765;5,4992;-2,8289;-26,7572;-0,3943;19,0821;31,9179;9,7109;4,0484;-42,3425;-18,4749;21,0213;18,2752;31,5276;36,7958;-12,8825;9,3954;-4,6138;16,0877;18,9320;20,1021;-49,8079;-6,2899;24,8456;0
45,659;19;-22,0424;-126,803;-293,762;-508,475;-745,44;-972;-1153,62;-1259,68;-1268,69;-1172,18;-976,471;-702;-380,403;-49,725;251,391;489,575;641,68;698;663,222;554,982;400,313;230,603;75,9654;-40;-104,151;-115,775;-86,255;-36,5206;1
4,89524;-26;-84,9054;-204,085;-379,672;-595,599;-825,753;-1038;-1199,41;-1281,77;-1266,5;-1148,03;-935,163;-650;-324,816;2,79851;295,621;522,382;662,328;708;665,796;554,235;400,269;234,285;84,6878;-27;-89,6681;-104,182;-82,7218;-46,0339;1
-30,693;-16;-76,2289;-196,918;-374,797;-594,337;-829,768;-1049;-1218,8;-1310,33;-1304,11;-1193,55;-986,414;-704;-378,056;-46,0628;254,433;491,437;643,172;701;670,15;568,145;421,243;259,518;111,453;-1;-66,0649;-83,8369;-65,7723;-32,0721;1
-2,13285;-11;-60,73;-171,738;-341,417;-554,6;-785,567;-1002;-1170,24;-1260,95;-1254,18;-1143,02;-935,153;-652;-325,686;5,80025;304,36;537,536;683,288;733;692,25;579,223;421,083;248,938;92,3021;-26;-93,5928;-110,336;-87,8464;-46,8508;1
17,9195;29,2457;31,9753;-29,5892;-2,9529;2,2132;-2,0997;-13,3670;-18,5243;-8,6440;9,0284;18,3887;37,8540;-7,3404;9,1410;-26,3602;15,8518;14,2161;-19,2917;-11,6480;38,8788;28,3379;-5,2104;-2,6960;8,4112;3,8077;-15,5291;3,9914;-21,8186;-25,3071;0
27,2122;20,5936;26,4063;-28,7069;5,6512;-28,6502;-1,6547;6,5398;2,8427;-12,8134;-5,1966;-5,8841;30,2140;-32,0204;-16,1540;2,0830;-15,6800;12,9580;19,5781;7,3415;-4,6629;-0,6251;-24,1284;20,0283;-12,5826;-10,4765;19,0226;-23,2126;26,2760;-6,5299;0
8,1967;-25,0258;-14,3985;6,3692;3,6522;5,0200;-14,5751;-52,0421;1,5784;8,2956;-15,3433;-15,0937;53,6627;-39,9400;-26,8482;13,6374;40,8778;15,3145;5,5565;26,2896;2,3383;-15,1069;3,4146;4,1575;20,6673;-16,1995;-13,5811;-10,8207;5,6966;-42,3020;0
20,1738;7,4179;29,2953;-20,9222;30,2537;-14,5012;9,1108;59,1843;20,9382;-5,4769;-14,3596;0,9875;25,6759;10,3046;-25,1672;-3,0042;12,6616;1,5126;4,3381;3,9837;-8,9920;9,3100;24,6186;-24,7021;-25,5179;34,2566;-16,9192;-22,6631;8,8993;-3,2022;0
-25,8555;30;-27,8175;-146,441;-322,592;-540,758;-775,226;-994;-1163,96;-1256,39;-1251,9;-1143,94;-940,254;-662;-340,729;-13,6421;282,041;514,669;662,781;718;685,724;583,543;437,671;278,041;132,921;24;-37,2153;-51,069;-29,2195;7,99094;1
12,447;44;-4,93713;-117,372;-290,093;-507,399;-743,195;-965;-1139,21;-1236,67;-1237,74;-1135,72;-938,385;-667;-353,248;-34,4012;252,378;475,677;614,474;661;621,373;513,924;365,523;206,572;65,5403;-36;-86,983;-88,4772;-53,0694;-2,12636;1
-0,0774;-12,1096;-28,5040;13,7695;8,8965;-5,3865;-33,8035;6,8047;5,1903;10,4356;-16,7469;17,9225;1,8024;23,1556;16,8054;-11,6868;4,5842;13,8805;-9,2188;18,5097;-2,4506;10,2748;-47,7186;-15,6029;-8,9948;-8,4768;-5,3651;-5,4327;0,2512;-33,4759;0
6,51321;30;-40,2995;-172,047;-359,95;-586,758;-825,582;-1044;-1209,28;-1293,82;-1279,87;-1162,75;-951,953;-670;-349,125;-26,4418;261,677;485,039;623,992;672;636,001;534,546;394,052;243,847;110,875;15;-34,2955;-39,2387;-12,9119;23,6186;1
28,6612;35;-14,4258;-130,548;-310,078;-536,414;-781,877;-1012;-1191,14;-1288,45;-1283,21;-1168,61;-953,216;-660;-323,009;17,8136;322,729;558,234;702,014;746;697,025;575,014;409,041;231,948;74,4874;-40;-99,4523;-104,834;-69,4773;-16,1539;1
24,4052;16,3672;4,8614;11,2011;2,1399;-9,9999;16,5246;9,3335;35,0717;-3,0178;30,9302;0,2704;15,7325;-42,8926;-19,9924;4,1911;-18,6273;-28,7459;12,9265;11,1530;-2,9580;27,2118;1,4093;9,2878;15,9047;-31,4918;0,8950;21,8847;18,3339;-1,3186;0
2,4314;-10,9173;3,7325;-1,7027;-4,3038;-0,3509;-2,7968;38,6098;16,3878;-6,7887;3,6629;-8,1301;-12,1083;-0,6091;-11,4255;41,6265;-17,6370;9,1611;-7,0052;-0,2525;3,4654;21,9928;-13,9042;35,5004;19,0161;-11,7047;6,0935;-14,5413;15,7909;28,6453;0
0,2687;13,5993;14,1182;-1,3868;12,4837;10,1212;17,5874;20,0324;10,9122;-0,3075;-16,6783;-3,5795;13,8346;3,7931;-11,2144;27,6032;27,6248;9,2337;34,4595;10,0040;-20,3674;42,0448;-2,5569;-13,8657;-12,6385;4,3938;23,0694;-1,4100;16,4878;1,5347;0
11,2313;-38;-93,1741;-205,072;-371,783;-579,609;-804,773;-1017;-1184,37;-1278,64;-1280,07;-1181,03;-987,591;-719;-404,952;-81,1913;215,856;454,526;612,536;680;660,381;569,23;430,965;274,272;126,935;11;-60,8827;-87,3265;-77,9638;-51,1602;1
-0,696536;-23;-91,5082;-214,735;-388,596;-597,892;-818,286;-1020;-1172,59;-1250,03;-1235,17;-1122,91;-921,366;-651;-341,69;-28,3084;254,497;477,438;620,794;677;651,2;559,709;426,674;279,535;144,086;40;-22,4104;-43,6378;-34,4031;-13,1728;1
26,8287;14;-38,72;-149,008;-315,198;-523,796;-751,152;-967;-1139,3;-1239,55;-1247,64;-1155,48;-968,676;-706;-396,755;-76,4036;218,776;457,125;616,236;686;669,598;582,282;448,196;295,808;152,752;41;-26,8232;-49,325;-36,1362;-5,65479;1
28,7497;38;-11,5783;-127,295;-306,559;-533,717;-782,081;-1018;-1206,27;-1315,97;-1325,76;-1227,64;-1028,63;-750;-424,145;-89,6832;214,444;454,886;608,803;667;634,756;530,237;380,808;217,895;71,3041;-36;-91,7635;-96,2859;-61,9336;-10,4273;1
28,8309;-36;-92,8403;-206,24;-374,139;-582,713;-808,102;-1020;-1186,52;-1279,48;-1279,3;-1178,47;-983,244;-713;-397,544;-72,6869;225,128;464,263;622,491;690;670,325;579,072;440,685;283,84;136,282;20;-52,4253;-79,6629;-71,3749;-45,9174;1
-14,3193;-4,2106;0,7066;13,6558;-4,8796;4,7663;17,4079;14,1466;23,4085;21,5861;-0,7501;-10,2383;15,1453;31,0295;15,7174;-17,9307;5,8705;-3,8243;9,9298;-9,6133;2,8485;10,6471;-18,6918;23,9229;-7,7356;0,8417;0,6299;20,6634;-8,5016;7,3516;0
12,3648;-36,3289;-22,1957;-10,4587;28,7600;-5,0346;-1,6168;-15,0969;-11,8707;33,2052;-15,0544;-3,0882;-18,6474;11,6223;-14,8688;12,9966;1,5982;-2,9691;-0,1396;5,9920;2,5531;-2,7473;-4,4416;47,0274;39,2697;37,1695;37,8622;17,2710;0,7568;16,8024;0
6,61108;43;-17,2078;-143,966;-332,828;-566,448;-816,907;-1050;-1230,75;-1329,22;-1325,64;-1213,94;-1003,09;-716;-386,162;-52,5523;246,313;478,202;621,889;670;629,526;519,942;369,297;208,966;67,9903;-32;-80,4064;-79,2022;-42,1395;8,22112;1
-1;-44,2871;-147,721;-310,725;-520,112;-751,706;-974;-1153,23;-1259,01;-1269,55;-1175,6;-982,339;-709;-386,138;-51,0883;257,683;506,38;670,863;740;716,833;617,398;467,426;297,521;137,663;12;-65,1775;-91,5799;-76,8327;-40,1912;-6,48169;1
19,5158;10;-25,5893;-124,994;-287,596;-499,644;-736,004;-964;-1148,71;-1258,79;-1271,91;-1178,71;-984,741;-710;-386,025;-51,1565;255,322;499,161;656,251;716;682,44;572,906;414,53;239,194;77,8206;-45;-115,118;-130,961;-103,344;-53,0052;1
1,8529;1,6592;-24,8336;14,3724;8,1844;46,7418;23,2205;-23,6540;-19,7580;2,7605;11,5486;-12,8633;-0,8010;26,0858;-16,9917;1,8208;-16,9577;18,1490;7,1014;19,7430;6,1821;8,3974;-2,2144;6,0111;-14,2992;30,8251;-22,4684;-1,2138;12,2669;-17,2887;0
11,7499;-2;-70,8144;-198,702;-380,741;-600,372;-831,606;-1043;-1202,71;-1283,82;-1268,91;-1153,27;-946,027;-669;-353,585;-36,0284;248,041;468,926;607,149;656;621,95;522,874;384,441;235,302;101,927;4;-48,835;-58,3261;-36,8339;-4,58279;1
-0,656535;14;-50,5937;-173,433;-350,48;-566,055;-794,895;-1006;-1167,61;-1252,51;-1242,67;-1132,54;-930,322;-657;-343,355;-25,345;261,308;486,456;629,886;684;654,374;558,144;420,516;270,033;133,435;31;-26,8126;-40,8558;-22,6726;8,11034;1
-5,1631;-2,0221;23,0752;11,4320;-16,4715;-18,8433;-12,9283;2,5531;-19,7889;-38,7541;-8,0278;-14,1326;9,7078;6,4957;52,6657;-33,0163;-6,3644;29,4450;24,9674;18,4877;17,9642;10,1032;10,6526;-18,5715;-8,5844;-12,0222;-18,0737;-34,8624;11,8246;-16,9505;0
-15,8718;13,2851;38,0901;10,8185;10,3692;-5,8069;12,7786;-20,8384;-9,4140;-10,4930;30,5334;-21,2348;-0,7316;1,0330;4,1889;18,0810;28,8296;15,2852;-6,7547;-10,7532;29,1992;2,8796;18,4113;12,4912;-28,3589;6,0276;1,7888;-15,0916;-29,4880;-25,1780;0
-4,89113;-5;-60,8366;-178,967;-355,708;-574,937;-810,244;-1029;-1197,64;-1287,3;-1278,76;-1165,96;-957,369;-675;-351,218;-23,8629;269,496;497,23;638,279;685;643,75;533,158;380,405;216,167;69,1259;-39;-97,052;-106,03;-78,4359;-35,5011;1
0,5717;-8,4796;28,3127;-5,7967;19,7604;-45,2698;9,6140;-7,3055;7,0723;21,8832;10,6796;-19,1903;-46,2338;-21,4407;-5,1557;28,4382;12,0727;-0,3378;-10,0459;10,3948;-5,7373;-35,9881;15,1863;-26,9144;25,0954;-5,3569;15,0711;29,9382;-16,1717;7,0623;0
36,5101;0,5431;-47,1410;-0,4286;10,9544;6,0360;-5,7730;30,8234;19,3018;-12,2807;12,7062;-21,0438;-2,9032;-32,4900;-31,9771;-3,9632;-3,3903;-0,7449;10,0469;-28,7323;-23,2792;-7,1703;27,6388;40,1548;-41,8467;33,9116;0,6401;6,0347;25,0453;32,2647;0
-49,2815;51,5060;-9,5956;-19,2182;17,4586;29,9613;4,4620;-2,8012;-20,6335;-18,5859;15,0701;-0,1459;15,7418;14,0346;-37,4623;1,1065;-2,2672;3,3930;-16,9717;-18,1979;-3,2830;-12,9637;6,7717;-7,6857;-15,3227;20,0007;11,2527;6,8955;-7,0286;-13,9856;0
-9,2182;-25,0219;-18,6902;17,2444;5,1633;35,4745;-43,2936;0,1193;-39,2805;14,8116;22,6783;13,9212;10,0517;20,9025;-19,6050;9,2655;-16,2663;28,2281;8,4269;13,1025;9,5206;8,4668;32,0751;-20,0329;24,8773;14,5955;-26,2536;1,4848;0,4797;-9,2461;0
-3,18529;50;-17,2921;-148,978;-339,522;-570,955;-815,324;-1039;-1208,12;-1294,21;-1279,12;-1158,25;-941,708;-653;-325,594;2,15501;292,838;515,618;650,713;692;647,316;536,451;387,2;230,178;93,3161;-3;-49,3139;-48,4178;-14,3978;30,4103;1
39,6684;5,4102;-4,9368;-17,0157;5,1030;12,1919;42,5301;5,0441;4,0214;-1,7442;5,1897;-20,4001;-4,4854;10,8232;-21,2765;19,9888;-28,8225;-9,4174;48,7987;-7,9742;6,2327;9,6515;-1,0790;7,6611;-28,5641;-10,4078;-1,0728;-28,0442;10,3443;9,7280;0
-20,2437;30;-25,722;-143,853;-321,339;-542,627;-781,691;-1006;-1181,76;-1279,52;-1279,27;-1173,98;-971,15;-692;-368,376;-37,9733;261,38;497,426;648,199;705;673,144;570,376;423,271;262,253;116,115;7;-53,2894;-65,0261;-40,0418;0,92372;1
-15;-72,7015;-186,24;-353,108;-559,182;-780,523;-987;-1147,15;-1233,43;-1226,96;-1121;-922,414;-651;-336,714;-15,2178;277,463;510,319;661,857;723;697,905;602,603;461,715;303,84;156,421;41;-30,3407;-56,7192;-48,1081;-22,9737;-4,3419;1
-31,0845;-45;-77,5054;-170,205;-323,87;-526,462;-754,58;-977;-1159,71;-1271,61;-1289,85;-1203,94;-1017,9;-750;-430,263;-95,9382;214,128;465,385;632,721;704;681,43;580,542;427,001;251,805;85,733;-46;-127,948;-156,785;-141,407;-100,786;1
23,5738;35,3335;10,7631;8,9686;-1,9195;0,3830;1,9436;-23,5585;11,5518;-24,1523;23,0097;5,4307;53,9362;34,0097;-8,5651;-34,2969;11,8903;-29,4537;1,2663;-9,1719;4,3110;31,6079;2,8057;-10,0372;5,5528;32,8755;-28,0253;2,1442;-14,1438;-2,3363;0
6,7357;-2,9412;-10,5789;19,1923;14,7333;0,9983;-11,2883;-28,7625;14,4781;3,4922;-7,4572;-17,4213;8,6813;13,4860;-8,0321;-23,0074;-28,1609;-4,2738;-14,0656;-27,9569;-12,5210;-7,2172;18,9335;-5,7036;-17,2350;-0,0150;17,8188;32,3805;8,8008;7,0215;0
-3,3061;2;-63,7647;-185,824;-360,094;-571,215;-794,566;-1000;-1156,69;-1238,24;-1227,24;-1118,41;-919,832;-652;-344,914;-33,5848;247,222;468,168;609,57;664;636,821;544,614;411,797;266,024;133,208;33;-24,4559;-39,9675;-24,6838;2,43755;1
-2,3049;-9,6466;-13,2225;19,2487;-2,4721;13,7331;-8,2559;-3,7114;-17,5918;-7,2919;-11,0194;37,5034;4,2671;-13,2001;0,5403;-20,9884;-12,5083;-6,2613;15,1587;18,9999;-16,3866;-64,4525;1,3142;23,8845;20,0073;-4,7527;-1,0567;-11,9404;-0,8679;21,3784;0
30,0361;27,9289;-40,0343;-13,4497;32,1582;13,3617;-46,5422;5,5503;-25,1568;-8,0653;20,8750;-13,1253;-10,3075;-23,2018;-32,1632;-4,6468;-9,2382;35,1093;28,2602;17,4890;-28,9236;8,9956;-21,1513;-7,7921;29,7692;-6,5302;23,0707;6,2830;-11,3836;-0,7366;0
-12,2087;-28;-78,499;-185,98;-349,139;-554,859;-779,821;-994;-1165,47;-1265,69;-1274,42;-1183,32;-997,675;-736;-427,373;-107,141;188,412;427,5;587,491;658;641,931;554,315;419,174;264,98;119,512;5;-65,5906;-90,4997;-79,0221;-49,3059;1
-16;-59,7178;-166,312;-334,831;-551,25;-790,236;-1019;-1202,59;-1309,74;-1318,25;-1218,99;-1017,8;-735;-402,479;-58,9498;255,938;507,587;671,566;737;707,69;600,791;443,321;267,112;103,11;-24;-99,9018;-122,787;-103,174;-61,4575;-23,6364;1
-3,8311;-24,2380;-5,8289;4,5425;12,4159;-26,1984;-9,2723;10,4577;-7,1338;21,5836;14,8952;-2,2918;-26,1129;0,1842;-8,0291;9,4763;-2,0216;-17,1617;-21,9913;2,2658;-11,7693;3,4002;21,4326;-11,2606;4,8556;-0,5759;-27,1904;16,4068;12,0037;-16,3120;0
-21,5468;-10;-83,4173;-213,678;-395,893;-613,773;-841,776;-1049;-1204,15;-1280,75;-1261,7;-1142,42;-931,976;-652;-333,622;-12,8274;274,927;499,972;642,677;696;665,938;569,823;432,793;283,078;146,915;44;-15,751;-33,5721;-21,1283;2,14541;1
-35,7749;11;-46,9827;-164,714;-339,453;-556,278;-790,005;-1009;-1180,27;-1274,94;-1273,23;-1168,04;-966,438;-689;-366,827;-36,9221;263,391;502,064;656,991;719;692,662;594,838;451,221;291,514;144,079;31;-35,5863;-55,2639;-38,9251;-6,26275;1
-20,1434;-44;-92,7505;-202,905;-372,883;-588,382;-824,186;-1048;-1225,67;-1326,87;-1330,37;-1227,81;-1025,55;-744;-414,795;-76,0176;233,538;480,217;640,45;704;674,965;570,411;416,896;245,505;86,2783;-37;-110,752;-133,617;-116,183;-78,5278;1
-4,15205;-27;-88,0031;-203,769;-371,644;-577,733;-798,645;-1005;-1166,12;-1255,14;-1253,55;-1154,61;-964,757;-703;-398,212;-84,8668;202,131;432,635;585,622;652;635,426;551,007;422,16;276,169;139,256;32;-34,0858;-58,2352;-50,0975;-27,4641;1
16,3081;-9,6607;-7,5737;-8,2941;-8,3056;-34,1006;-4,8641;-13,8190;-27,4265;-9,9272;0,7622;-2,7358;12,0640;15,3324;-12,8540;-1,5307;-21,5878;-1,2659;-1,5808;5,2969;7,6201;17,1770;12,4223;38,0660;-34,0009;-9,5323;-33,8883;14,9521;1,9249;6,0262;0
20,8319;2,6278;-53,7759;-0,1250;3,5001;-21,0166;-3,6298;-7,4316;30,0465;21,2967;32,1555;6,8731;13,0266;14,9669;4,4705;3,0070;13,6347;19,8940;4,4824;7,5244;-37,1981;-10,8096;29,5810;10,4420;12,7164;2,8621;-42,7955;-20,0086;2,1123;2,0816;0
46,4776;-1;-44,8651;-149,542;-313,484;-522,739;-752,729;-972;-1147,29;-1249,08;-1256,66;-1161,85;-970,732;-703;-389,19;-66,0615;228,986;463,574;615,13;674;644,4;543,054;395,797;232,742;82,8739;-31;-96,0566;-111,374;-87,6412;-44,7236;1
-35,9874;17;-24,0776;-128,973;-296,357;-512,03;-750,736;-980;-1165,36;-1276,1;-1290,51;-1199,73;-1009,59;-740;-422,109;-93,5699;207,206;446,885;602,164;663;633,618;531,133;382,066;217,373;66,8659;-46;-108,07;-118,485;-88,4025;-38,4952;1
-0,773982;-16;-79,8108;-199,007;-370,049;-578,124;-799,062;-1003;-1159,18;-1241,07;-1230,94;-1123,05;-925,038;-657;-348,689;-35,0758;248,894;473,5;618,538;676;650,712;558,854;424,649;275,807;138,538;33;-30,032;-50,7003;-39,5585;-15,1293;1
0,5437;-8,7495;-20,5401;7,2702;-7,3830;27,0473;17,7997;-7,5783;3,7178;-4,3594;11,6067;-4,3149;11,3870;-11,6730;6,5780;19,4420;-8,1438;-5,7818;8,4950;-11,6239;11,0561;-1,8124;-3,9709;-1,8386;-3,4012;8,8240;-5,1136;27,3251;35,6759;-7,8293;0
12,5442;-19;-81,9889;-201,037;-373,641;-585,839;-813,929;-1028;-1196,69;-1292,36;-1295,8;-1199,67;-1010,1;-746;-436,498;-116,561;178,22;416,921;577,757;651;639,868;559,275;432,685;287,637;150,74;43;-23,6913;-48,3205;-40,4673;-18,0435;1
-13,6325;20;-27,7882;-141,665;-319,042;-543,996;-789,38;-1021;-1203,17;-1304,7;-1304,25;-1194,22;-982,378;-691;-353,674;-10,2038;299,454;541,255;692,097;743;699,909;582,025;417,966;240,465;80,5157;-38;-102,275;-112,455;-81,1245;-30,4996;1
14,5856;-14;-59,7503;-163,802;-324,395;-527,82;-750,174;-961;-1128,2;-1223,42;-1226,87;-1130,97;-941,891;-679;-372,059;-56,7799;230,597;458,768;605,976;663;634,038;535,368;392,041;233,202;86,8542;-25;-90,0231;-107,368;-87,3717;-49,1824;1
10,6889;-15,8050;-13,4429;-20,5757;-49,7880;-15,5094;-27,3124;-7,6843;-24,2348;27,0885;-8,3257;-10,9911;19,4236;-13,2073;-27,6348;2,3931;-7,5368;-4,9898;9,6535;17,2543;30,2792;-12,4816;16,3301;-6,5207;-3,6867;-3,1774;-10,7920;13,2720;17,3417;22,4132;0
5,88029;-36;-77,2707;-176,01;-332,325;-534,092;-758,402;-975;-1151,14;-1257,05;-1271,03;-1183,38;-998,369;-734;-419,48;-90,9078;214,17;462,412;629,598;704;687,658;595,376;451,64;286,01;127,805;1;-79,7672;-111,412;-102,458;-70,9538;1
7,4351;-5,0693;-21,9359;17,9544;20,0445;-25,1734;33,0241;-24,4609;15,8245;-31,3499;-39,9956;7,1797;10,4600;28,9908;26,1445;-12,1590;-13,3004;31,7261;-10,0537;-7,0118;39,1590;-4,1591;-35,3833;-23,2251;4,8156;11,2448;24,4079;9,3498;46,7843;4,2761;0
39,9083;-13,2987;-33,8234;-12,6099;27,1077;9,9487;-7,4483;9,6117;3,5450;12,6903;-6,1252;1,0018;7,8698;-18,6199;19,1578;35,8272;-31,0310;-13,6063;-9,9319;-6,5790;-59,0899;-32,3626;-20,8378;6,1842;20,1637;-30,6262;-16,4330;-40,0577;6,6174;-10,6186;0
30,0786;-5;-67,4734;-189,03;-365,952;-582,598;-813,448;-1027;-1190,84;-1277,07;-1267,09;-1154,97;-948,859;-670;-349,735;-24,8019;268,197;498,269;644,533;699;667,2;566,574;422,932;265,63;122,287;14;-48,1481;-64,6691;-47,089;-15,3269;1
-33,5586;-13,2943;-36,9630;-22,8821;-1,2628;14,7190;-29,9381;37,1411;-5,2654;-4,1938;15,3369;-0,7637;6,4157;-3,1420;-6,2274;8,4998;12,5540;-28,4827;-40,3186;-36,9990;-13,3806;-22,3746;-14,5270;36,2037;-21,4666;-29,6047;13,9976;19,7344;-7,7968;-3,9482;0
-21,8104;-47;-100,543;-210,45;-374,491;-578,727;-799,287;-1006;-1167,26;-1255,31;-1251,03;-1147,44;-951,203;-682;-369,729;-50,073;240,875;472,01;621,758;681;653,918;556,638;413,946;254,65;106,421;-9;-79,3872;-103,81;-92,2995;-63,4946;1
0,7469;-13,8013;-3,1163;28,2498;-6,5988;6,0868;14,8376;16,4343;6,7221;-22,6785;-52,4099;1,4579;1,6945;-7,5969;-0,6631;-2,5567;27,2566;15,2261;-9,2247;-1,1814;-10,9712;-4,2534;-42,6267;30,8179;-4,7515;-15,1624;32,6189;-4,1374;29,2517;25,4767;0
